scientificNameID	scientificName	originalNameUsageID	originalNameUsage
https://id.biodiversity.org.au/name/algae/20007786	Aglaophyllum erosum (Harv.) Kütz.	https://id.biodiversity.org.au/name/algae/20007787	Nitophyllum erosum Harv.
https://id.biodiversity.org.au/name/algae/20010079	Aglaophyllum gunnianum (Harv.) Kütz.	https://id.biodiversity.org.au/name/algae/20010081	Nitophyllum gunnianum Harv.
https://id.biodiversity.org.au/name/algae/20011134	Aglaophyllum multipartitum (Hook.f. & Harv.) Kütz.	https://id.biodiversity.org.au/name/algae/20011133	Nitophyllum multipartitum Hook.f. & Harv.
https://id.biodiversity.org.au/name/algae/20010700	Aglaophyllum pristoideum (Harv.) Kütz.	https://id.biodiversity.org.au/name/algae/20010701	Nitophyllum pristoideum Harv.
https://id.biodiversity.org.au/name/algae/20007236	Aglaophyllum pulchellum (Harv.) Kütz.	https://id.biodiversity.org.au/name/algae/20007238	Nitophyllum pulchellum Harv.
https://id.biodiversity.org.au/name/algae/20007024	Aglaothamnion byssoides (Arn. ex Harv.) L'Hardy-Halos & Rueness	https://id.biodiversity.org.au/name/algae/20007023	Callithamnion byssoides Arn. ex Harv.
https://id.biodiversity.org.au/name/algae/20006944	Aglaothamnion cordatum (Børgesen) Feldm.-Maz.	https://id.biodiversity.org.au/name/algae/20006945	Callithamnion cordatum Børgesen
https://id.biodiversity.org.au/name/algae/20011519	Aglaothamnion furcellariae (J.Agardh) Feldm.-Maz.	https://id.biodiversity.org.au/name/algae/20011520	Callithamnion furcellariae J.Agardh
https://id.biodiversity.org.au/name/algae/20011638	Aglaothamnion pseudobyssoides (P.Crouan & H.Crouan) L'Hardy-Halos	https://id.biodiversity.org.au/name/algae/20011639	Callithamnion pseudobyssoides P.Crouan & H.Crouan
https://id.biodiversity.org.au/name/algae/20008638	Ahnfeldtia cactoides (Turner) Trevis.	https://id.biodiversity.org.au/name/algae/20008640	Fucus cactoides Turner
https://id.biodiversity.org.au/name/algae/20008669	Ahnfeldtia cylindracea (Sond.) Trevis.	https://id.biodiversity.org.au/name/algae/20008671	Caulerpa cylindracea Sond.
https://id.biodiversity.org.au/name/algae/20006683	Ahnfeldtia simpliuscula (R.Br. ex Turner) Trevis.	https://id.biodiversity.org.au/name/algae/20009061	Fucus simpliciuscula R.Br. ex Turner
https://id.biodiversity.org.au/name/algae/20008943	Ahnfeltiopsis fastigata J.A.Lewis & Womersley	https://id.biodiversity.org.au/name/algae/20009825	Gymnogongrus fastigiatus Harv.
https://id.biodiversity.org.au/name/algae/20007413	Ahnfeltiopsis humilis (Lindauer) J.A.Lewis & Womersley	https://id.biodiversity.org.au/name/algae/20007410	Gymnogongrus humilis Lindauer
https://id.biodiversity.org.au/name/algae/20008187	Ahnfeltiopsis pygmaea (J.Agardh) P.C.Silva & DeCew	https://id.biodiversity.org.au/name/algae/20007313	Gymnogongrus pygmaeus J.Agardh
https://id.biodiversity.org.au/name/algae/20011469	Akalaphycus liagoroides (Yamada) Huisman, I.A.Abbott & A.R.Sherwood	https://id.biodiversity.org.au/name/algae/20011470	Rhodopeltis liagoroides Yamada
https://id.biodiversity.org.au/name/algae/20157964	Akashiwo sanguinea (Hirasaka) Gert Hansen & Moestrup	https://id.biodiversity.org.au/name/algae/20158572	Gymnodinium sanguineum Hirasaka
https://id.biodiversity.org.au/name/algae/20160597	Alexandrium affine (Inoue & Fukuyo) Balech	https://id.biodiversity.org.au/name/algae/20158525	Protogonyaulax affinis Inoue & Fukuyo
https://id.biodiversity.org.au/name/algae/20157902	Alexandrium catenella (Whedon & Kof.) Balech	https://id.biodiversity.org.au/name/algae/20158528	Gonyaulax catenella Whedon & Kof.
https://id.biodiversity.org.au/name/algae/20159556	Alexandrium excavatum (Braarud) Balech & Tangen	https://id.biodiversity.org.au/name/algae/20158537	Gonyaulax tamarensis var. excavata Braarud
https://id.biodiversity.org.au/name/algae/20159563	Alexandrium ostenfeldii (Paulsen) Balech & Tangen	https://id.biodiversity.org.au/name/algae/20158532	Goniodoma ostenfeldii Paulsen
https://id.biodiversity.org.au/name/algae/20157906	Alexandrium pseudogonyaulax (Biecheler) T.Horig. ex Yuki & Fukuyo	https://id.biodiversity.org.au/name/algae/20158535	Goniodoma pseudogonyaulax Biecheler
https://id.biodiversity.org.au/name/algae/20157907	Alexandrium tamarense (M.Lebour) Balech	https://id.biodiversity.org.au/name/algae/20158536	Gonyaulax tamarensis M.Lebour
https://id.biodiversity.org.au/name/algae/20160543	Alexandrium tamarense f. excavatum (Braarud) Konovalova	https://id.biodiversity.org.au/name/algae/20158537	Gonyaulax tamarensis var. excavata Braarud
https://id.biodiversity.org.au/name/algae/20006949	Amansia daemelii (Sond.) J.Agardh	https://id.biodiversity.org.au/name/algae/20006947	Vidalia daemelii Sond.
https://id.biodiversity.org.au/name/algae/20010520	Amansia serrata (Harv.) Womersley	https://id.biodiversity.org.au/name/algae/20010521	Kuetzingia serrata Harv.
https://id.biodiversity.org.au/name/algae/20007009	Amphibia mixta (Hook.f. & Harv.) Kuntze	https://id.biodiversity.org.au/name/algae/20007010	Bostrychia mixta Hook.f. & Harv.
https://id.biodiversity.org.au/name/algae/20010358	Amphibia scorpioides (Huds.) Stackh.	https://id.biodiversity.org.au/name/algae/20010359	Fucus scorpioides Huds.
https://id.biodiversity.org.au/name/algae/20159770	Amphiceratium fusus (Ehrenb.) Vanhöffen	https://id.biodiversity.org.au/name/algae/20158437	Peridinium fusus Ehrenb.
https://id.biodiversity.org.au/name/algae/20155891	Amphicocconeis debesii (Hust.) De Stefano	https://id.biodiversity.org.au/name/algae/20156991	Cocconeis debesii Hust.
https://id.biodiversity.org.au/name/algae/20158157	Amphidiniopsis swedmarkii (Balech) J.D.Dodge	https://id.biodiversity.org.au/name/algae/20158664	Thecadinium swedmarkii Balech
https://id.biodiversity.org.au/name/algae/20159779	Amphidinium discoidalis (Diesing) Kof. & Swezy	https://id.biodiversity.org.au/name/algae/20160523	Amphidinium operculatum var. discoidalis Diesing
https://id.biodiversity.org.au/name/algae/20159781	Amphidinium emarginatum (Diesing) Kof. & Swezy	https://id.biodiversity.org.au/name/algae/20160524	Amphidinium operculatum var. emarginata Diesing
https://id.biodiversity.org.au/name/algae/20157975	Amphidinium mammillatum W.Conrad & Kuff.	https://id.biodiversity.org.au/name/algae/20158579	Amphidinium pseudogalbanum W.Conrad & Kuff.
https://id.biodiversity.org.au/name/algae/20159805	Amphidinium ovoideum (Lemmerm.) Kof. & Swezy	https://id.biodiversity.org.au/name/algae/20159826	Prorocentrum ovoideum Lemmerm.
https://id.biodiversity.org.au/name/algae/20157191	Amphipleura micans (Lyngb.) Cleve	https://id.biodiversity.org.au/name/algae/20157189	Bangia micans Lyngb.
https://id.biodiversity.org.au/name/algae/20157195	Amphipleura rutilans (Trentep. ex Roth) Cleve	https://id.biodiversity.org.au/name/algae/20157193	Conferva rutilans Trentep. ex Roth
https://id.biodiversity.org.au/name/algae/20008665	Amphiplexia racemosa (J.Agardh) G.T.Kraft	https://id.biodiversity.org.au/name/algae/20008663	Rhabdonia racemosa J.Agardh
https://id.biodiversity.org.au/name/algae/20089705	Amphiprora alata (Ehrenb.) Kütz.	https://id.biodiversity.org.au/name/algae/20157421	Navicula alata Ehrenb.
https://id.biodiversity.org.au/name/algae/20006662	Amphiroa anceps (Lam.) Decne.	https://id.biodiversity.org.au/name/algae/20006660	Corallina anceps Lam.
https://id.biodiversity.org.au/name/algae/20007511	Amphiroa chara (Lam.) Decne.	https://id.biodiversity.org.au/name/algae/20007509	Corallina chara Lam.
https://id.biodiversity.org.au/name/algae/20009686	Amphiroa cuspidata (J.Ellis & Sol.) J.V.Lamour.	https://id.biodiversity.org.au/name/algae/20009687	Corallina cuspidata J.Ellis & Sol.
https://id.biodiversity.org.au/name/algae/20008054	Amphiroa ephedraea (Lam.) Decne.	https://id.biodiversity.org.au/name/algae/20008053	Corallina ephedraea Lam.
https://id.biodiversity.org.au/name/algae/20006962	Amphiroa fragilissima (L.) J.V.Lamour.	https://id.biodiversity.org.au/name/algae/20006961	Corallina fragilissima L.
https://id.biodiversity.org.au/name/algae/20013071	Amphiroa fragilissima f. cuspidata (J.Ellis & Sol.) Weber Bosse	https://id.biodiversity.org.au/name/algae/20009687	Corallina cuspidata J.Ellis & Sol.
https://id.biodiversity.org.au/name/algae/20013072	Amphiroa fragilissima f. cyathifera (J.V.Lamour.) Weber Bosse	https://id.biodiversity.org.au/name/algae/20011835	Amphiroa cyathifera J.V.Lamour.
https://id.biodiversity.org.au/name/algae/20008066	Amphiroa gallioides (Lam.) Blainv.	https://id.biodiversity.org.au/name/algae/20008065	Corallina gallioides Lam.
https://id.biodiversity.org.au/name/algae/20008549	Amphiroa prolifera (J.V.Lamour.) Decne.	https://id.biodiversity.org.au/name/algae/20008551	Corallina prolifera J.V.Lamour.
https://id.biodiversity.org.au/name/algae/20009850	Amphiroa radiata (Lam.) Blainv.	https://id.biodiversity.org.au/name/algae/20009855	Corallina radiata Lam.
https://id.biodiversity.org.au/name/algae/20012086	Amphiroa sagittata (J.V.Lamour.) Decne.	https://id.biodiversity.org.au/name/algae/20012088	Corallina sagittata J.V.Lamour.
https://id.biodiversity.org.au/name/algae/20008056	Amphiroa stellifera (Lam.) Blainv.	https://id.biodiversity.org.au/name/algae/20012879	Corallina stellifera var. b Lam.
https://id.biodiversity.org.au/name/algae/20156567	Amphora angusta W.Greg.	https://id.biodiversity.org.au/name/algae/20157450	Amphora angusta var. typica Cleve
https://id.biodiversity.org.au/name/algae/20092548	Amphora coffaeiformis var. acutiuscula (Kütz.) Rabenh.	https://id.biodiversity.org.au/name/algae/20087353	Amphora acutiuscula Kütz.
https://id.biodiversity.org.au/name/algae/20157179	Amphora coffeaeformis (C.Agardh) Kütz.	https://id.biodiversity.org.au/name/algae/20157178	Frustulia coffeaeformis C.Agardh
https://id.biodiversity.org.au/name/algae/20156581	Amphora grevilleana W.Greg.	https://id.biodiversity.org.au/name/algae/20157451	Amphora fasciata W.Greg.
